-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  28.7041   Longitude 77.1025 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M_MAX,T2M_MIN,QV2M,RH2M,PS,WS10M_MAX,WS10M_MIN
2023,11,21,3.07,2.69,1.7,0.49,333.09,50.05,51.73,5.38,0.11,0.54,26.55,12.58,7.26,56.62,98.97,4.9,2.42
2023,11,22,3.44,3.46,1.7,0.55,318.73,57.41,58.74,6.39,0.12,0.65,26.0,11.55,6.41,51.88,98.74,3.97,1.66
2023,11,23,3.04,2.89,1.57,0.49,319.9,47.88,49.4,5.09,0.1,0.49,27.51,13.94,5.55,41.88,98.69,2.73,0.05
2023,11,24,2.75,2.06,1.7,0.45,330.67,44.05,46.79,4.6,0.09,0.49,26.61,13.63,5.92,45.62,98.89,2.35,0.55
2023,11,25,2.61,1.72,1.76,0.42,340.07,43.28,48.62,4.63,0.1,0.52,26.41,12.51,5.92,45.25,99.04,2.44,0.23
2023,11,26,2.42,1.21,1.8,0.4,348.87,40.91,48.59,4.43,0.09,0.48,25.96,14.15,6.23,47.19,99.09,4.25,0.4
2023,11,27,1.53,0.68,1.22,0.25,367.98,28.62,53.64,3.59,0.08,0.4,22.31,13.77,6.35,51.5,98.88,5.28,0.3
2023,11,28,1.64,0.85,1.25,0.27,373.24,29.29,48.66,3.53,0.07,0.37,24.71,12.12,7.45,58.44,98.81,4.26,0.34
2023,11,29,2.56,1.9,1.6,0.42,355.49,41.75,42.66,4.52,0.07,0.35,24.23,14.19,7.63,59.0,98.84,2.52,0.55
2023,11,30,2.23,1.42,1.52,0.38,361.48,36.38,41.21,3.95,0.07,0.33,25.78,13.23,8.61,63.81,98.9,2.89,0.56
2023,12,1,2.56,1.92,1.6,0.43,354.76,43.2,46.62,4.91,0.09,0.48,26.22,15.12,9.09,64.81,98.98,2.55,0.28
2023,12,2,2.93,2.56,1.67,0.49,343.01,48.79,50.2,5.57,0.09,0.45,25.65,13.75,7.93,61.81,99.03,2.65,0.67
2023,12,3,2.86,2.44,1.62,0.48,353.76,48.48,51.68,5.59,0.1,0.48,26.07,12.62,7.51,59.19,99.05,2.62,0.23
2023,12,4,2.5,1.71,1.65,0.42,355.66,42.41,48.73,4.99,0.09,0.43,26.08,12.66,6.65,55.25,98.94,3.27,0.74
2023,12,5,3.53,4.51,1.35,0.6,321.17,60.87,60.98,7.01,0.12,0.62,25.27,10.86,6.53,55.31,98.89,3.21,1.84
2023,12,6,3.58,4.66,1.33,0.61,311.92,60.98,61.1,7.02,0.12,0.63,25.9,10.57,6.1,51.38,98.94,2.92,0.05
2023,12,7,3.03,3.17,1.51,0.52,319.41,49.73,51.57,5.52,0.09,0.45,26.79,11.66,6.1,50.44,98.88,3.11,0.91
2023,12,8,3.17,3.62,1.42,0.55,318.07,53.37,54.74,5.97,0.1,-999.0,26.02,10.75,5.55,49.06,98.83,3.4,1.83
2023,12,9,3.57,4.83,1.26,0.62,303.7,60.57,60.59,6.88,0.12,0.6,25.73,10.21,4.82,43.44,98.91,4.23,1.86
2023,12,10,3.72,5.03,1.32,0.64,294.76,63.17,63.77,7.29,0.15,0.74,24.8,8.85,4.33,42.56,98.73,5.85,2.71
2023,12,11,3.59,4.85,1.29,0.62,291.52,60.48,60.69,6.89,0.13,0.64,24.65,10.35,4.09,38.0,98.8,2.77,0.86
2023,12,12,3.29,3.8,1.5,0.57,307.23,56.23,57.22,6.33,0.12,0.57,24.23,8.34,4.39,42.31,98.7,2.59,0.12
2023,12,13,3.4,4.18,1.42,0.59,303.81,57.73,59.57,6.59,0.1,0.51,25.0,10.22,4.09,39.56,98.9,3.23,0.73
2023,12,14,3.28,3.08,1.84,0.57,298.26,55.53,60.66,6.45,0.11,0.55,24.73,7.03,4.39,46.19,99.0,4.42,1.98
2023,12,15,3.49,4.34,1.45,0.61,300.51,59.41,61.31,6.83,0.12,0.62,25.04,10.53,4.52,40.12,99.09,1.76,0.27
2023,12,16,3.43,4.36,1.35,0.6,302.99,57.88,58.41,6.59,0.12,0.6,24.05,10.01,4.52,42.31,98.95,2.49,0.27
2023,12,17,3.27,3.76,1.47,0.57,303.8,54.91,55.25,6.16,0.12,0.62,24.69,9.61,4.64,46.75,99.05,3.42,0.3
2023,12,18,3.66,4.93,1.31,0.64,288.89,61.94,62.02,7.13,0.13,0.67,23.19,7.01,4.76,52.81,99.24,6.48,2.88
2023,12,19,3.96,6.31,1.05,0.7,280.21,67.69,67.65,7.88,0.15,0.74,23.75,5.95,3.72,43.38,99.26,5.35,3.26
2023,12,20,3.3,3.19,1.79,0.58,307.52,58.88,64.33,7.0,0.14,0.7,22.59,5.82,3.48,38.75,99.2,3.71,1.95
2023,12,21,3.5,4.03,1.56,0.61,297.81,59.77,62.42,6.94,0.13,0.66,23.71,7.23,3.48,37.75,99.04,4.81,2.14
2023,12,22,3.32,3.75,1.56,0.58,302.57,55.87,58.91,6.38,0.11,0.55,24.51,7.65,3.54,33.62,99.01,2.13,0.27
2023,12,23,2.66,2.43,1.5,0.47,326.7,43.98,45.89,4.69,0.08,0.38,24.03,10.13,4.46,40.56,99.18,3.43,1.38
2023,12,24,2.65,2.53,1.45,0.46,317.21,42.03,42.72,4.34,0.07,0.34,24.7,9.37,5.62,50.0,99.34,2.31,0.73
2023,12,25,2.76,2.61,1.46,0.48,314.36,44.24,46.17,4.7,0.08,0.38,25.06,8.51,5.25,51.69,99.21,3.74,1.91
2023,12,26,2.59,2.09,1.55,0.45,330.84,43.44,51.85,4.92,0.09,0.41,24.67,9.58,5.37,50.75,99.17,2.95,1.93
2023,12,27,2.13,1.58,1.36,0.38,360.41,35.69,51.71,4.12,0.07,0.36,23.93,10.19,5.55,54.06,99.29,2.93,0.81
2023,12,28,2.02,1.25,1.43,0.35,357.31,35.39,54.63,4.25,0.08,0.38,22.01,6.61,5.55,59.56,99.16,2.94,0.88
2023,12,29,0.99,0.46,0.78,0.17,363.69,17.29,45.48,1.95,0.03,0.17,21.97,9.11,5.31,52.44,99.21,2.48,0.35
2023,12,30,1.51,0.66,1.19,0.27,353.95,26.05,45.47,2.97,0.05,0.25,21.69,8.3,5.0,49.88,99.1,1.92,0.52
2023,12,31,0.51,0.27,0.39,0.09,356.05,8.48,32.75,0.8,0.02,0.05,20.84,8.67,4.82,49.56,99.09,1.8,0.51
